datetime	caudal
2023-06-05	1.45
2023-06-06	1.91
2023-06-07	1.98
2023-06-08	1.75
2023-06-09	1.58
2023-06-10	1.54
2023-06-11	1.40
2023-06-12	1.32
2023-06-13	1.26
2023-06-14	1.66
2023-06-15	2.18
2023-06-16	2.46
2023-06-17	2.01
2023-06-18	1.63
2023-06-19	1.37
2023-06-20	1.28
2023-06-21	1.23
2023-06-22	1.24
2023-06-23	1.28
2023-06-24	1.78
2023-06-25	1.59
2023-06-26	1.68
2023-06-27	1.43
2023-06-28	1.30
2023-06-29	1.81
2023-06-30	2.13
2023-07-01	1.80
2023-07-02	1.46
2023-07-03	1.31
2023-07-04	1.24
2023-07-05	1.20
2023-07-06	1.18
2023-07-07	1.31
2023-07-08	1.54
2023-07-09	1.41
2023-07-10	1.51
2023-07-11	1.44
2023-07-12	1.45
2023-07-13	1.27
2023-07-14	1.21
2023-07-15	1.38
2023-07-16	1.49
2023-07-17	1.51
2023-07-18	2.32
2023-07-19	1.71
2023-07-20	2.17
2023-07-21	2.36
2023-07-22	1.88
2023-07-23	1.48
2023-07-24	1.49
2023-07-25	1.40
2023-07-26	1.31
2023-07-27	1.26
2023-07-28	1.41
2023-07-29	2.02
2023-07-30	2.07
2023-07-31	1.54
2023-08-01	1.33
2023-08-02	1.53
2023-08-03	1.44
2023-08-04	1.28
2023-08-05	1.41
2023-08-06	1.40
2023-08-07	1.29
2023-08-08	1.24
2023-08-09	1.79
2023-08-10	1.48
2023-08-11	1.29
2023-08-12	1.27
2023-08-13	1.32
2023-08-14	1.49
2023-08-15	2.17
2023-08-16	1.67
2023-08-17	1.33
2023-08-18	1.24
2023-08-19	1.19
2023-08-20	1.18
2023-08-21	1.46
2023-08-22	1.67
2023-08-23	1.57
2023-08-24	1.29
2023-08-25	1.20
2023-08-26	1.17
2023-08-27	1.14
2023-08-28	1.16
2023-08-29	1.18
2023-08-30	1.13
2023-08-31	1.10
2023-09-01	1.10
2023-09-02	1.09
2023-09-03	1.07
2023-09-04	1.06
2023-09-05	1.27
2023-09-06	1.31
2023-09-07	1.14
2023-09-08	1.07
2023-09-09	1.05
2023-09-10	1.04
2023-09-11	1.03
2023-09-12	1.03
2023-09-13	1.03
2023-09-14	1.02
2023-09-15	1.65
2023-09-16	1.44
2023-09-17	1.14
2023-09-18	1.07
2023-09-19	1.07
2023-09-20	1.07
2023-09-21	1.04
2023-09-22	1.02
2023-09-23	1.01
2023-09-24	1.06
2023-09-25	1.13
2023-09-26	1.05
2023-09-27	1.01
2023-09-28	0.99
2023-09-29	1.01
2023-09-30	1.04
2023-10-01	1.16
2023-10-02	1.07
2023-10-03	1.02
2023-10-04	1.01
2023-10-05	1.00
2023-10-06	0.99
2023-10-07	0.97
2023-10-08	0.96
2023-10-09	0.98
2023-10-10	1.30
2023-10-11	1.31
2023-10-12	1.08
2023-10-13	1.00
2023-10-14	1.13
2023-10-15	1.24
2023-10-16	1.16
2023-10-17	1.20
2023-10-18	1.07
2023-10-19	1.28
2023-10-20	1.35
2023-10-21	1.21
2023-10-22	1.20
2023-10-23	1.13
2023-10-24	1.07
2023-10-25	1.02
2023-10-26	1.00
2023-10-27	1.00
2023-10-28	1.03
2023-10-29	0.99
2023-10-30	0.99
2023-10-31	1.09
2023-11-01	1.06
2023-11-02	1.01
2023-11-03	0.97
2023-11-04	0.95
2023-11-05	0.98
2023-11-06	1.07
2023-11-07	1.11
2023-11-08	1.02
2023-11-09	1.07
2023-11-10	1.72
2023-11-11	1.39
2023-11-12	1.25
2023-11-13	1.23
2023-11-14	1.13
2023-11-15	1.26
2023-11-16	1.38
2023-11-17	1.15
2023-11-18	1.10
2023-11-19	1.14
2023-11-20	1.12
2023-11-21	1.09
2023-11-22	1.09
2023-11-23	1.22
2023-11-24	1.38
2023-11-25	1.27
2023-11-26	1.16
2023-11-27	1.07
2023-11-28	1.40
2023-11-29	1.38
2023-11-30	1.25
2023-12-01	1.16
2023-12-02	1.19
2023-12-03	1.07
2023-12-04	1.03
2023-12-05	1.13
2023-12-06	1.21
2023-12-07	1.08
2023-12-08	1.08
2023-12-09	1.23
2023-12-10	1.26
2023-12-11	1.21
2023-12-12	1.16
2023-12-13	1.14
2023-12-14	1.10
2023-12-15	1.10
2023-12-16	1.16
2023-12-17	1.45
2023-12-18	1.46
2023-12-19	1.21
2023-12-20	1.29
2023-12-21	1.26
2023-12-22	1.11
2023-12-23	1.19
2023-12-24	1.11
2023-12-25	1.06
2023-12-26	1.13
2023-12-27	1.42
2023-12-28	1.43
2023-12-29	1.51
2023-12-30	1.51
2023-12-31	1.68
2024-01-01	1.64
2024-01-02	1.56
2024-01-03	1.57
2024-01-04	1.45
2024-01-05	1.42
2024-01-06	1.24
2024-01-07	1.16
2024-01-08	1.13
2024-01-09	1.14
2024-01-10	1.14
2024-01-11	1.10
2024-01-12	1.11
2024-01-13	1.08
2024-01-14	1.08
2024-01-15	1.15
2024-01-16	1.39
2024-01-17	1.93
2024-01-18	1.78
2024-01-19	1.52
2024-01-20	1.83
2024-01-21	1.79
2024-01-22	1.53
2024-01-23	1.32
2024-01-24	1.29
2024-01-25	1.20
2024-01-26	1.13
2024-01-27	1.09
2024-01-28	1.07
2024-01-29	1.05
2024-01-30	1.04
2024-01-31	1.02
2024-02-01	1.08
2024-02-02	1.11
2024-02-03	1.04
2024-02-04	1.16
2024-02-05	1.61
2024-02-06	1.58
2024-02-07	1.25
2024-02-08	1.33
2024-02-09	1.19
2024-02-10	1.41
2024-02-11	1.35
2024-02-12	1.17
2024-02-13	1.18
2024-02-14	1.34
2024-02-15	1.79
2024-02-16	1.50
2024-02-17	1.83
2024-02-18	1.54
2024-02-19	1.24
2024-02-20	1.21
2024-02-21	1.16
2024-02-22	1.10
2024-02-23	1.07
2024-02-24	1.05
2024-02-25	1.03
2024-02-26	1.02
2024-02-27	1.01
2024-02-28	1.00
2024-02-29	0.99
2024-03-01	1.03
2024-03-02	1.09
2024-03-03	1.06
2024-03-04	1.02
2024-03-05	1.01
2024-03-06	1.00
2024-03-07	1.15
2024-03-08	1.29
2024-03-09	1.34
2024-03-10	1.23
2024-03-11	1.24
2024-03-12	1.23
2024-03-13	1.38
2024-03-14	1.74
2024-03-15	1.46
2024-03-16	1.21
2024-03-17	1.11
2024-03-18	1.07
2024-03-19	1.07
2024-03-20	1.06
2024-03-21	1.02
2024-03-22	1.11
2024-03-23	1.16
2024-03-24	1.13
2024-03-25	1.05
2024-03-26	1.02
2024-03-27	0.98
2024-03-28	0.96
2024-03-29	0.95
2024-03-30	0.98
2024-03-31	0.97
2024-04-01	0.97
2024-04-02	1.08
2024-04-03	1.13
2024-04-04	1.04
2024-04-05	1.15
2024-04-06	1.18
2024-04-07	1.10
2024-04-08	1.03
2024-04-09	1.10
2024-04-10	1.18
2024-04-11	1.03
2024-04-12	0.99
2024-04-13	0.99
2024-04-14	1.02
2024-04-15	0.97
2024-04-16	1.08
2024-04-17	1.16
2024-04-18	1.28
2024-04-19	1.75
2024-04-20	1.31
2024-04-21	1.17
2024-04-22	1.49
2024-04-23	1.34
2024-04-24	1.25
2024-04-25	1.19
2024-04-26	1.17
2024-04-27	1.13
2024-04-28	1.26
2024-04-29	1.17
2024-04-30	1.13
2024-05-01	1.10
2024-05-02	1.10
2024-05-03	1.06
2024-05-04	1.11
2024-05-05	1.42
2024-05-06	1.39
2024-05-07	1.40
2024-05-08	1.44
2024-05-09	1.24
2024-05-10	1.13
2024-05-11	1.13
2024-05-12	1.15
2024-05-13	1.12
